0;('Обязанности', 'Желательно')
1;('Обязанности', 'Условия')
2;
3;('Обязанности', 'Условия')
4;('ищем', 'Условия')
5;('ищет', 'Условия')
6;('Обязанности', 'Условия')
7;('Обязанности', 'Условия')
8;
9;('Обязанности', 'Условия')
10;('Обязанности', 'Желательно')
11;('Обязанности', 'Условия')
12;
13;('Обязанности', 'желательно')
14;
15;('Обязанности', 'Условия')
16;
17;('Обязанности', 'Условия')
18;('Обязанности', 'Условия')
19;
20;
21;('ищем', 'Условия')
22;('Требования', 'Условия')
23;
24;('Обязанности', 'Условия')
25;('Обязанности', 'Условия')
26;('Обязанности', 'желательно')
27;
28;('Обязанности', 'Условия')
29;
30;
31;('обязанности', 'Условия')
32;
33;
34;('ищет', 'Условия')
35;('обязанности', 'Условия')
36;
37;('Требования', 'Условия')
38;('Обязанности', 'желательно')('навыки', 'Условия')
39;
40;('Обязанности', 'Условия')
41;('Обязанности', 'Условия')
42;('Обязанности', 'Условия')
43;('Обязанности', 'Условия')
44;('Обязанности', 'Условия')
45;('Обязанности', 'Условия')
46;('Обязанности', 'Условия')
47;('Обязанности', 'Условия')
48;
49;('Обязанности', 'Условия')
50;
51;
52;
53;
54;('Требования', 'Условия')
55;('Обязанности', 'Условия')
56;('ищем', 'Условия')
57;('Обязанности', 'Условия')
58;('Обязанности', 'Условия')
59;
60;('ищем', 'Условия')
61;('Обязанности', 'Условия')
62;
63;('Обязанности', 'Условия')
64;
65;('Обязанности', 'Условия')
66;('Обязанности', 'Условия')
67;('Обязанности', 'Условия')
68;('Обязанности', 'Условия')
69;('Обязанности', 'Условия')
70;
71;('Обязанности', 'Условия')
72;('ищем', 'желательно')('требования', 'Желательно')
73;('Требования', 'Условия')
74;('Обязанности', 'Условия')
75;
76;('Обязанности', 'Условия')
77;('Требования', 'желательно')
78;('Требования', 'желательно')
79;('Обязанности', 'желательно')('Навыки', 'Условия')
80;
81;('ищем', 'Условия')
82;('Требования', 'Условия')
83;('ищем', 'желательно')
84;('Требования', 'Условия')
85;
86;('Обязанности', 'Условия')
87;('ищет', 'Условия')
88;('обязанности', 'Условия')
89;('ищем', 'Условия')
90;('Обязанности', 'Условия')
91;('Обязанности', 'условия')
92;('ИЩЕМ', 'Условия')
93;('ищем', 'Условия')
94;('ищет', 'Желательно')
95;
96;('Обязанности', 'желательно')('навыки', 'Условия')
97;('ищем', 'Условия')
98;('Требования', 'Условия')
99;
100;('Обязанности', 'Условия')
101;('Обязанности', 'Условия')
102;('Требования', 'условия')
103;
104;('ищем', 'условия')('Обязанности', 'желательно')
105;('Обязанности', 'Условия')
106;('Обязанности', 'Условия')
107;
108;('Обязанности', 'Условия')
109;('Обязанности', 'Условия')
110;
111;
112;
113;('ищем', 'Условия')
114;
115;('Требования', 'желательно')
116;('ищем', 'желательно')('требования', 'Желательно')
117;
118;('Обязанности', 'Условия')
119;
120;('Обязанности', 'Условия')
121;('Обязанности', 'Условия')
122;('ищем', 'Условия')
123;('Обязанности', 'Желательно')
124;('Обязанности', 'желательно')
125;('Навыки', 'условия')
126;
127;('Обязанности', 'Условия')
128;('Обязанности', 'Условия')
129;('Обязанности', 'Условия')
130;('Обязанности', 'Условия')
131;('Обязанности', 'условия')('Требования', 'Условия')
132;('Обязанности', 'Условия')
133;('Обязанности', 'желательно')('навыки', 'Условия')
134;
135;('Обязанности', 'Условия')
136;
137;
138;('Обязанности', 'желательно')('навыки', 'Условия')
139;
140;('Обязанности', 'Условия')
141;('Обязанности', 'Условия')
142;('Обязанности', 'Условия')
143;('Обязанности', 'Условия')
144;
145;('Требования', 'Условия')
146;('обязанности', 'Желательно')('навыки', 'Условия')
147;
148;
149;('Обязанности', 'Условия')
150;
151;('Обязанности', 'Условия')
152;('Обязанности', 'Условия')
153;
154;
155;('Обязанности', 'желательно')('навыки', 'Условия')
156;('Обязанности', 'Условия')
157;('ищем', 'Условия')
158;('Обязанности', 'Условия')
159;('ищем', 'условия')
160;
161;('Обязанности', 'Условия')
162;('Обязанности', 'Условия')
163;
164;('Требования', 'Желательно')('обязанности', 'Условия')
165;('ищем', 'Условия')
166;
167;('ТРЕБОВАНИЯ', 'УСЛОВИЯ')
168;('обязанности', 'Условия')
169;
170;('ищет', 'Условия')
171;
172;('Обязанности', 'условия')('требования', 'условия')('требования', 'Условия')
173;('Обязанности', 'Условия')
174;('Обязанности', 'Условия')
175;
176;('Обязанности', 'Условия')
177;('Обязанности', 'желательно')
178;
179;('Обязанности', 'Условия')
180;('Обязанности', 'Условия')
181;('Обязанности', 'Условия')
182;
183;
184;('Обязанности', 'Условия')
185;('Обязанности', 'Условия')
186;('Обязанности', 'Условия')
187;('Обязанности', 'Условия')
188;('Обязанности', 'Условия')
189;('Требования', 'Желательно')
190;('Требования', 'Желательно')
191;('обязанности', 'Условия')
192;('Обязанности', 'Условия')
193;('Обязанности', 'Условия')
194;
195;('Обязанности', 'Условия')
196;('требования', 'Условия')
197;('обязанности', 'Условия')
198;('Обязанности', 'желательно')
199;('Обязанности', 'Условия')
200;
201;
202;('Обязанности', 'Условия')
203;('Обязанности', 'Условия')
204;('Обязанности', 'Условия')
205;('Обязанности', 'желательно')
206;('ищем', 'Условия')
207;('Обязанности', 'Желательно')
208;('требования', 'Условия')
209;
210;('Требования', 'Желательно')('навыки', 'Условия')
211;
212;('Обязанности', 'Условия')
213;('Требования', 'желательно')
214;
215;('Обязанности', 'Условия')
216;('Обязанности', 'Условия')
217;('Обязанности', 'Условия')
218;('обязанности', 'Условия')
219;('Обязанности', 'желательно')('Навыки', 'Условия')
220;
221;('Обязанности', 'Условия')
222;('Обязанности', 'Условия')
223;
224;('Обязанности', 'желательно')('навыки', 'Условия')
225;('Требования', 'Условия')
226;('Обязанности', 'Условия')
227;('Требования', 'Условия')
228;('Обязанности', 'Условия')
229;('требования', 'условия')
230;('Обязанности', 'Условия')
231;('Обязанности', 'Условия')
232;('Обязанности', 'Желательно')('Навыки', 'условия')('навыки', 'Условия')
233;('Обязанности', 'Условия')
234;
235;('Обязанности', 'желательно')('навыки', 'Условия')
236;('Обязанности', 'Условия')
237;('Обязанности', 'Условия')
238;('Обязанности', 'Условия')
239;('Обязанности', 'Условия')
240;('ищет', 'Условия')
241;('Обязанности', 'Условия')
242;('ищем', 'Условия')
243;('Обязанности', 'Условия')
244;('Обязанности', 'условия')
245;
246;('Требования', 'Условия')
247;
248;('Обязанности', 'Условия')
249;('ищем', 'Условия')
250;('ОБЯЗАННОСТИ', 'УСЛОВИЯ')
251;('требования', 'Условия')
252;('Обязанности', 'Условия')
253;('Обязанности', 'Желательно')
254;('Обязанности', 'Условия')
255;('ищем', 'Условия')
256;('ищет', 'Условия')
257;('Обязанности', 'желательно')
258;('Обязанности', 'Желательно')('Навыки', 'Условия')
259;('Обязанности', 'желательно')
260;('Обязанности', 'Условия')
261;
262;('Обязанности', 'Условия')
263;('Обязанности', 'желательно')('навыки', 'Условия')
264;('Обязанности', 'Условия')
265;
266;
267;('Обязанности', 'Условия')
268;
269;('Обязанности', 'Условия')
270;('Обязанности', 'Условия')
271;('Обязанности', 'Условия')
272;('Обязанности', 'Условия')
273;('Обязанности', 'Условия')
274;('Обязанности', 'Условия')
275;('ищет', 'Условия')
276;('ищем', 'Условия')
277;('ищет', 'Условия')
278;
279;
280;('Обязанности', 'Условия')
281;('Требования', 'Желательно')
282;
283;
284;
285;('ищет', 'Условия')
286;
287;
288;('Обязанности', 'Условия')
289;
290;('Обязанности', 'Условия')
291;('Обязанности', 'Условия')
292;('Обязанности', 'Условия')
293;('Требования', 'Желательно')('Обязанности', 'Условия')
294;('Обязанности', 'Условия')
295;
296;
297;
298;('Обязанности', 'Условия')
299;('Обязанности', 'Условия')
300;('требования', 'Желательно')
301;('Обязанности', 'Условия')
302;('Обязанности', 'Условия')
303;('Обязанности', 'Условия')
304;
305;('обязанности', 'условия')
306;('Обязанности', 'Условия')
307;('ТРЕБОВАНИЯ', 'желательно')('Навыки', 'условия')
308;
309;('Обязанности', 'Условия')
310;('Обязанности', 'Условия')
311;
312;('Обязанности', 'Условия')
313;('Обязанности', 'желательно')
314;('Обязанности', 'желательно')
315;('Обязанности', 'Условия')
316;('Обязанности', 'Условия')
317;
318;('Требования', 'Условия')
319;('Обязанности', 'Условия')
320;('Обязанности', 'Условия')
321;
322;('Требования', 'Условия')
323;('Обязанности', 'Условия')
324;
325;
326;('Обязанности', 'Условия')
327;('Обязанности', 'Условия')
328;('Требования', 'Условия')
329;
330;
331;
332;('ищем', 'условия')
333;('Обязанности', 'условия')
334;('ищем', 'условия')
335;
336;
337;
338;('Обязанности', 'Условия')
339;('Обязанности', 'Желательно')
340;('ищет', 'Условия')
341;('Обязанности', 'Условия')
342;
343;('Обязанности', 'Условия')
344;
345;('Обязанности', 'условия')('требования', 'Условия')
346;('Обязанности', 'Условия')
347;
348;('Требования', 'Условия')
349;('Обязанности', 'Условия')
350;('Требования', 'Условия')
351;('Обязанности', 'Условия')
352;('Обязанности', 'Желательно')
353;('Обязанности', 'Условия')
354;('требования', 'условия')
355;('Обязанности', 'Условия')
356;
357;
358;('ищем', 'Условия')
359;('Обязанности', 'Условия')
360;('требования', 'Условия')
361;('Обязанности', 'Условия')
362;
363;('Обязанности', 'условия')
364;
365;('Обязанности', 'желательно')
366;('Обязанности', 'желательно')
367;('Обязанности', 'Условия')
368;
369;('Обязанности', 'Условия')
370;('Обязанности', 'условия')('Требования', 'условия')
371;('Обязанности', 'Условия')
372;
373;('Обязанности', 'Условия')
374;('Обязанности', 'Условия')
375;('обязанности', 'Условия')
376;('Обязанности', 'Условия')
377;('Обязанности', 'Условия')
378;
379;('Требования', 'Условия')
380;('Обязанности', 'Условия')
381;('Требования', 'Желательно')
382;
383;('ищем', 'Условия')
384;('Обязанности', 'Условия')
385;('Обязанности', 'Желательно')
386;
387;('Требования', 'желательно')('навыки', 'Условия')
388;
389;
390;('Обязанности', 'Условия')
391;('Обязанности', 'Условия')
392;('Обязанности', 'Условия')
393;('Требования', 'Условия')
394;('Обязанности', 'Желательно')
395;('Ищем', 'Желательно')
396;
397;('Обязанности', 'Условия')
398;('Обязанности', 'Желательно')
399;
400;('ищет', 'Условия')
401;('Обязанности', 'Желательно')
402;('Требования', 'Условия')
403;('Обязанности', 'Условия')
404;
405;('ищем', 'Желательно')
406;('ищет', 'Условия')
407;('Обязанности', 'Условия')
408;('Обязанности', 'Условия')
409;('Обязанности', 'желательно')
410;
411;('Обязанности', 'Условия')
412;('Обязанности', 'Условия')
413;('Обязанности', 'Условия')
414;
415;('Обязанности', 'Условия')
416;('Обязанности', 'Условия')
417;('ищем', 'Условия')
418;('Обязанности', 'Условия')
419;('Обязанности', 'Условия')
420;
421;('Обязанности', 'желательно')
422;('Обязанности', 'Условия')
423;
424;('ищем', 'условия')
425;('Обязанности', 'Желательно')
426;
427;('обязанности', 'Условия')
428;
429;('Обязанности', 'желательно')
430;('Обязанности', 'желательно')('Навыки', 'Условия')
431;('Обязанности', 'желательно')
432;('Обязанности', 'Условия')
433;
434;('Обязанности', 'Условия')
435;('Обязанности', 'Условия')
436;('Обязанности', 'Условия')
437;
438;('Требования', 'Условия')
439;('Обязанности', 'Условия')
440;('Обязанности', 'Желательно')
441;('Обязанности', 'Условия')
442;('Обязанности', 'Условия')
443;('Обязанности', 'Условия')
444;
445;('Обязанности', 'Условия')
446;
447;('Обязанности', 'желательно')
448;('Обязанности', 'Условия')
449;
450;
451;('Ищем', 'Условия')
452;('Обязанности', 'желательно')
453;
454;('Обязанности', 'Условия')
455;
456;
457;('Требования', 'желательно')('навыки', 'Условия')
458;('ищет', 'желательно')('требования', 'Условия')
459;
460;('Обязанности', 'Условия')
461;('Обязанности', 'Условия')
462;('Обязанности', 'Условия')
463;
464;('Обязанности', 'Условия')
465;('Ищем', 'Условия')
466;('Обязанности', 'Условия')
467;('Требования', 'Условия')
468;('Обязанности', 'Условия')
469;('Требования', 'Условия')
470;
471;('Обязанности', 'Условия')
472;('Обязанности', 'условия')('Требования', 'условия')('навыки', 'Условия')
473;('Обязанности', 'Условия')
474;('Обязанности', 'Условия')
475;('требования', 'условия')
476;('Обязанности', 'желательно')('Навыки', 'Условия')
477;
478;('Обязанности', 'Желательно')
479;('ищем', 'Условия')
480;('Обязанности', 'Условия')
481;('Обязанности', 'Условия')
482;('Обязанности', 'Условия')
483;('Обязанности', 'Условия')
484;('Обязанности', 'Условия')
485;('Ищем', 'условия')
486;('Обязанности', 'Условия')
487;
488;
489;('Обязанности', 'Условия')
490;
491;
492;('Обязанности', 'Условия')
493;
494;
495;('ищем', 'желательно')('требования', 'Желательно')
496;('обязанности', 'Желательно')
497;('Обязанности', 'желательно')
498;('Требования', 'Условия')
499;
500;
501;('ищет', 'Условия')
502;('требования', 'Желательно')
503;('Требования', 'Условия')
504;
505;('Обязанности', 'Условия')
506;('Требования', 'Желательно')
507;
508;('Обязанности', 'условия')
509;('Обязанности', 'Условия')
510;('Обязанности', 'Условия')
511;('Обязанности', 'Условия')
512;('Обязанности', 'Желательно')
513;('ищет', 'желательно')
514;('Требования', 'Условия')
515;
516;('Требования', 'Условия')
517;('Обязанности', 'Условия')
518;('ищем', 'Условия')
519;('Обязанности', 'Условия')
520;('Обязанности', 'желательно')('навыки', 'Условия')
521;('Обязанности', 'Условия')
522;('Обязанности', 'Желательно')
523;('Обязанности', 'Условия')
524;('Обязанности', 'Условия')
525;('обязанности', 'Условия')
526;('Обязанности', 'Желательно')
527;('Обязанности', 'Условия')
528;
529;('Обязанности', 'Условия')
530;('Обязанности', 'Условия')
531;('Требования', 'Условия')
532;('Обязанности', 'Условия')
533;
534;('Обязанности', 'Условия')
535;
536;
537;('Обязанности', 'Условия')
538;('Требования', 'Условия')
539;('Обязанности', 'Условия')
540;('Обязанности', 'желательно')
541;('Обязанности', 'Условия')
542;('Обязанности', 'Условия')
543;('ищем', 'Условия')
544;('Обязанности', 'Желательно')
545;('Обязанности', 'Условия')
546;('Обязанности', 'Условия')
547;('Обязанности', 'желательно')
548;('Обязанности', 'Условия')
549;('Обязанности', 'Условия')
550;
551;('обязанности', 'Условия')
552;('Обязанности', 'Условия')
553;('Обязанности', 'Условия')
554;
555;('Обязанности', 'Условия')
556;('Обязанности', 'Условия')
557;
558;
559;
560;('ищем', 'Условия')
561;('Обязанности', 'Условия')
562;('Обязанности', 'желательно')('навыки', 'Условия')
563;('Обязанности', 'желательно')('требования', 'Условия')
564;('Обязанности', 'Условия')
565;('ищет', 'Условия')
566;('Обязанности', 'Условия')
567;('Обязанности', 'Условия')
568;('Требования', 'Желательно')
569;('Обязанности', 'Желательно')
570;('Обязанности', 'Условия')
571;('Обязанности', 'Условия')
572;('Обязанности', 'Условия')
573;
574;('требования', 'Желательно')
575;
576;
577;
578;('обязанности', 'Условия')
579;('Обязанности', 'Условия')
580;
581;('Обязанности', 'Условия')
582;('Требования', 'Условия')
583;('Обязанности', 'Желательно')
584;('Обязанности', 'условия')('Требования', 'Условия')
585;('Обязанности', 'Условия')
586;
587;
588;('требования', 'Условия')
589;('Обязанности', 'Условия')
590;
591;
592;('Обязанности', 'желательно')('навыки', 'Условия')
593;('Обязанности', 'желательно')
594;
595;
596;
597;('Требования', 'Желательно')
598;('Обязанности', 'условия')('Требования', 'Условия')
599;('Обязанности', 'Условия')
600;('Обязанности', 'Условия')
601;
602;
603;('обязанности', 'Условия')
604;('Обязанности', 'Условия')
605;('Обязанности', 'Условия')
606;
607;('Обязанности', 'желательно')
608;
609;('Ищем', 'желательно')
610;('ищем', 'Желательно')
611;
612;
613;('Обязанности', 'Условия')
614;
615;
616;
617;
618;
619;
620;
621;('Обязанности', 'Условия')
622;('требования', 'условия')
623;('Обязанности', 'условия')('Требования', 'условия')
624;
625;('Обязанности', 'Условия')
626;('ищет', 'Желательно')
627;('Обязанности', 'Желательно')
628;
629;('Требования', 'Условия')
630;('Обязанности', 'Условия')
631;('Обязанности', 'Желательно')
632;('Обязанности', 'желательно')('Требования', 'Условия')
633;
634;
635;
636;('Обязанности', 'Условия')
637;
638;
639;
640;('Обязанности', 'Условия')
641;('Обязанности', 'Условия')
642;
643;('Обязанности', 'Условия')
644;('Обязанности', 'Условия')
645;('Обязанности', 'Условия')
646;('Обязанности', 'Условия')
647;('Обязанности', 'Условия')
648;('Обязанности', 'Условия')
649;('обязанности', 'Условия')
650;
651;('Обязанности', 'Желательно')
652;
653;('Обязанности', 'Условия')
654;
655;('Обязанности', 'Желательно')
656;('обязанности', 'Условия')
657;
658;
659;('Обязанности', 'Условия')
660;('Обязанности', 'Условия')
661;
662;('Обязанности', 'Условия')
663;('Обязанности', 'Условия')
664;('ищет', 'Условия')
665;('Обязанности', 'желательно')
666;('Обязанности', 'Условия')
667;
668;('Ищем', 'Условия')
669;
670;('Обязанности', 'желательно')('Навыки', 'Условия')
671;('ищем', 'Условия')
672;('Обязанности', 'Условия')
673;('Требования', 'Условия')
674;('Обязанности', 'Условия')
675;('Обязанности', 'Условия')
676;('навыки', 'Условия')
677;('Обязанности', 'Условия')
678;('Обязанности', 'Условия')
679;('Обязанности', 'Условия')
680;('Обязанности', 'Условия')
681;('ОБЯЗАННОСТИ', 'желательно')
682;('требования', 'условия')
683;
684;('Обязанности', 'желательно')
685;('Обязанности', 'Желательно')('Навыки', 'Условия')
686;('Требования', 'желательно')
687;('ищем', 'Условия')
688;('Обязанности', 'Условия')
689;('обязанности', 'Условия')
690;
691;
692;('Требования', 'Условия')
693;('Обязанности', 'Условия')
694;('Обязанности', 'Условия')
695;('Обязанности', 'Условия')
696;('Обязанности', 'Условия')
697;('Ищем', 'Условия')
698;
699;
700;('Обязанности', 'Условия')
701;
702;('Обязанности', 'Условия')
703;('Обязанности', 'Условия')
704;('Обязанности', 'Условия')
705;('Обязанности', 'Условия')
706;
707;
708;
709;
710;('Обязанности', 'Условия')
711;('Обязанности', 'Условия')
712;('Обязанности', 'Условия')
713;
714;('Обязанности', 'Условия')
715;
716;('Обязанности', 'Условия')
717;('Обязанности', 'желательно')('Навыки', 'желательно')
718;('Обязанности', 'Условия')
719;('Требования', 'Условия')
720;
721;
722;
723;('Обязанности', 'Условия')
724;('Обязанности', 'Условия')
725;('Обязанности', 'Условия')
726;
727;('ищем', 'Условия')
728;('Обязанности', 'желательно')('требования', 'Условия')
729;
730;
731;
732;('ищем', 'Условия')
733;('Обязанности', 'Условия')
734;('Обязанности', 'желательно')
735;
736;('навыки', 'Условия')
737;
738;('Обязанности', 'Условия')
739;('Обязанности', 'Условия')
740;('Обязанности', 'желательно')
741;('Обязанности', 'Условия')
742;
743;
744;
745;
746;('Обязанности', 'желательно')
747;('Обязанности', 'Условия')
748;('обязанности', 'Условия')
749;
750;
751;('Обязанности', 'Условия')
752;
753;('Обязанности', 'Условия')
754;('Требования', 'Условия')
755;
756;
757;('Обязанности', 'желательно')('Навыки', 'желательно')
758;('обязанности', 'Желательно')
759;('Требования', 'Желательно')
760;
761;('Обязанности', 'Условия')
762;
763;('Обязанности', 'Условия')
764;('Обязанности', 'Условия')
765;
766;('Требования', 'Условия')
767;('Обязанности', 'Условия')
768;
769;('Обязанности', 'Условия')
770;
771;('Обязанности', 'Условия')
772;('навыки', 'Желательно')
773;('ищем', 'Желательно')
774;
775;
776;
777;('навыки', 'Условия')
778;('Обязанности', 'Условия')
779;('Обязанности', 'Условия')
